country,test_group,watch_time,pause_count,avg_watch_time_per_video,Webpage_clicks_per_session,Videos_completed_per_session,userid,ds,sessionid
Country7,test,3324,44,2225,0,84,2437150132,05-15-2023,8e7dadef40
Country8,control,3967,52,614,8,4,8957487256,05-16-2023,518347282a
Country2,test,2810,43,1874,0,95,8955355108,05-17-2023,9d83357424
Country5,control,3630,62,700,7,20,6196136990,05-18-2023,1331be063f
Country10,control,2910,50,712,6,32,9155259956,05-19-2023,bef860240c
Country2,control,3595,39,734,6,21,7476008627,05-20-2023,b1c4c162b1
Country10,test,2352,50,1643,1,32,4220826932,05-21-2023,2d8e14b5d3
Country9,test,2959,51,1427,1,75,6135801311,05-22-2023,bb8200eae1
Country3,test,2866,48,1765,0,78,4548991373,05-23-2023,38025489a4
Country4,control,4568,42,588,6,64,1195417636,05-24-2023,58b490277d
Country4,control,3397,63,583,8,57,1076006633,05-15-2023,373bc28e46
Country9,control,2968,46,540,4,2,7235069585,05-16-2023,263e13446e
Country9,control,3493,56,608,8,75,4401800479,05-17-2023,e6f2dd4a7b
Country3,control,4114,68,568,8,93,9567966386,05-18-2023,e1ff19ae75
Country8,test,2679,52,1731,1,10,2308174211,05-19-2023,69343d04c3
Country4,control,3636,44,772,6,81,9565488460,05-20-2023,df7571dc96
Country4,test,2862,69,2088,2,97,1936778354,05-21-2023,17b27bef3a
Country8,test,2235,43,2082,1,38,3221844668,05-22-2023,f869c7dcf3
Country10,control,3250,51,522,9,80,6151631213,05-23-2023,525b6d1224
Country9,control,3834,60,484,7,88,4724762893,05-24-2023,ecd04f1af8
Country5,control,3643,40,593,8,98,3180644900,05-15-2023,67485b4709
Country4,test,2226,59,2336,2,54,3198438239,05-16-2023,e2374e8733
Country8,control,2266,54,683,7,20,9137048067,05-17-2023,76fdeaab41
Country6,control,3397,40,819,9,37,5321928103,05-18-2023,793ef7f4b2
Country6,test,2413,39,2836,2,37,8936821834,05-19-2023,db41cc1cf1
Country6,test,2586,45,1537,1,15,9400896758,05-20-2023,1c545d4bb0
Country9,control,3381,67,576,8,29,1838398761,05-21-2023,3519e0adb1
Country3,control,2996,52,537,4,17,1036572907,05-22-2023,eb1240b148
Country7,control,4775,52,665,8,9,9255538282,05-23-2023,8f0355d888
Country1,test,2790,36,2329,1,18,1825172599,05-24-2023,ca356e3371
Country1,test,3177,68,1990,1,34,6193259296,05-15-2023,753024c4d1
Country8,test,2086,38,2015,1,79,2134643345,05-16-2023,562ff14ac6
Country1,control,3951,48,739,6,26,9808357601,05-17-2023,ee8e4c1c82
Country8,control,4297,45,625,9,74,2538705463,05-18-2023,7928c422fc
Country5,control,3222,46,461,10,80,6226988966,05-19-2023,a45c234f20
Country7,control,4246,44,629,8,27,9259097574,05-20-2023,adaee7856c
Country6,test,2923,58,2163,1,52,7523770604,05-21-2023,bc7b757787
Country3,control,3397,58,591,7,44,9744276421,05-22-2023,34dedc3bdd
Country6,control,3836,52,751,9,9,8004528217,05-23-2023,a02b0a0ebd
Country7,control,2875,51,538,8,2,1649805810,05-24-2023,4a683e9bfe
Country7,control,3957,52,702,9,65,1420416033,05-15-2023,70306d2a52
Country8,test,2031,54,1181,1,24,9739741111,05-16-2023,2fef005b6d
Country7,test,1918,76,1519,1,88,9127376154,05-17-2023,4e79409d67
Country8,control,4161,45,738,10,78,4694797797,05-18-2023,d6f3214d8b
Country10,control,3246,74,581,12,37,2614398982,05-19-2023,8d80cbd003
Country7,test,1957,49,1690,1,55,4632670503,05-20-2023,2d327a7e7b
Country5,control,4451,47,480,6,38,2489263965,05-21-2023,5e65cc4c61
Country3,control,3807,59,655,8,16,3847475393,05-22-2023,9eda41765f
Country2,test,2258,58,2643,0,89,2135796000,05-23-2023,52685d81d9
Country9,test,1912,58,3311,2,15,5814425744,05-24-2023,7cd1ad653a
Country7,control,3035,55,555,7,93,4132896522,05-15-2023,3e338cfa69
Country6,test,3226,30,2860,0,19,1899099440,05-16-2023,53d8ab282e
Country1,control,2699,60,678,7,1,7218748714,05-17-2023,e8c29e472f
Country5,control,4238,38,445,9,51,4625267519,05-18-2023,1aa2e373f3
Country2,test,2368,34,1571,1,11,8408748502,05-19-2023,a4e3a63129
Country6,test,1959,60,1487,2,34,5929722895,05-20-2023,974c9e8d9c
Country8,control,3484,67,646,8,9,1135759554,05-21-2023,4258d52857
Country9,test,2385,47,2115,1,30,2550387950,05-22-2023,e6923e4a03
Country1,test,1820,60,1778,1,86,5075663188,05-23-2023,daa1cfbcc0
Country8,control,3401,50,675,10,69,6545982570,05-24-2023,831580b210
Country5,control,3485,38,618,12,60,4167062061,05-15-2023,a4370f9957
Country8,test,2910,48,1519,2,1,5631308621,05-16-2023,85c1e0ef32
Country3,control,3105,48,580,10,63,8214464412,05-17-2023,c0edba5d9e
Country2,test,2375,66,2437,1,41,5050839645,05-18-2023,b4042e61c1
Country1,test,2494,55,2089,1,13,7179136125,05-19-2023,4f0770ce46
Country9,control,2892,45,539,6,27,8196563223,05-20-2023,be2ee97a3d
Country3,test,1786,56,1546,1,1,7867957870,05-21-2023,10515e45f8
Country3,control,4061,44,471,4,68,1999028432,05-22-2023,28ada6369a
Country8,test,3117,32,1587,1,5,7631763272,05-23-2023,46b1e1f1db
Country2,control,3520,33,684,7,50,7413541965,05-24-2023,3f66fdae9b
Country2,test,3438,51,2751,0,96,3102552589,05-15-2023,d1a5b8059d
Country5,control,4332,53,668,7,12,8968142944,05-16-2023,5f972dc12b
Country8,control,3401,59,480,10,12,7290255887,05-17-2023,cda784cb63
Country7,control,3130,60,588,9,52,9045114617,05-18-2023,6ef4276a2e
Country9,control,3788,31,748,10,60,8347888947,05-19-2023,820c30ffee
Country3,test,2188,49,1546,1,55,2975255071,05-20-2023,7eb4c0461f
Country7,test,2743,45,2619,1,95,3154349269,05-21-2023,da8c7b264b
Country6,test,2287,55,3344,1,60,8685060130,05-22-2023,10ad8c2a03
Country7,test,2924,66,2070,1,36,2858869704,05-23-2023,663845f4b8
Country5,test,2811,50,1713,1,45,9812184592,05-24-2023,8f4721ff9d
Country7,test,2423,51,3247,1,34,5662050826,05-15-2023,fc804c720b
Country2,control,3855,53,634,7,92,5328560039,05-16-2023,bd993a45cb
Country8,test,3110,56,2870,1,84,8517411298,05-17-2023,a69775af42
Country9,control,2566,50,589,7,15,2442302542,05-18-2023,03396f42f1
Country4,test,3221,56,1730,1,89,4244132600,05-19-2023,d6babe50e7
Country10,test,2388,42,1965,2,22,6778583015,05-20-2023,d5dbcad568
Country10,control,2713,46,653,3,6,8734124063,05-21-2023,282b976b09
Country5,test,2558,44,1856,1,63,3484390393,05-22-2023,44ed5970ca
Country3,control,3207,52,835,9,97,9828520666,05-23-2023,efe8588d40
Country6,control,3590,57,560,7,6,2257891234,05-24-2023,086da308fd
Country7,control,3003,45,543,7,27,3257115778,05-15-2023,dbc0c7706c
Country8,control,3254,62,486,7,34,7395572302,05-16-2023,214d2585a5
Country5,control,3392,39,611,7,71,6123329273,05-17-2023,eb50154233
Country1,control,4234,48,740,5,9,2785790594,05-18-2023,88a7216ada
Country5,test,2026,50,1756,1,58,1310281354,05-19-2023,3ebc33a064
Country9,control,4787,49,552,6,56,1367082401,05-20-2023,3c45ea8815
Country5,control,4029,52,597,5,73,7765972788,05-21-2023,5dc680614d
Country4,control,3641,43,596,6,15,8863286470,05-22-2023,fd4b4647be
Country1,test,2296,41,1821,2,82,4656612969,05-23-2023,06ae4ae057
Country7,control,3462,58,621,6,33,3500873472,05-24-2023,38bc55f738
Country7,test,2557,51,2593,0,39,3821137989,05-15-2023,01399ecbfd
Country7,control,3579,37,587,7,50,9880652574,05-16-2023,166ee78e84
Country1,test,1860,45,2448,0,22,4723809681,05-17-2023,9eb25298cc
Country1,control,4656,60,763,11,18,8250873143,05-18-2023,95f9c9b26e
Country7,test,1068,45,2358,2,90,7814957816,05-19-2023,ff6b5a18e0
Country2,control,3801,38,510,7,45,7025479191,05-20-2023,a9fbddc579
Country4,test,3027,27,2193,1,34,9881034034,05-21-2023,6dbb57c59f
Country4,test,2745,52,1996,1,16,4162129266,05-22-2023,01f73b36ee
Country4,control,3872,49,733,9,29,4149105909,05-23-2023,0bb1ea23cb
Country3,test,2920,63,2043,1,19,3880813035,05-24-2023,90784d53d9
Country3,control,4121,68,528,9,41,8164614312,05-15-2023,ffa990bea3
Country6,test,2499,54,2317,0,56,7518333419,05-16-2023,b5ae140bd3
Country4,test,2838,49,1618,2,19,2548932287,05-17-2023,f99f252665
Country3,control,2658,39,718,10,28,8411554661,05-18-2023,c2a324945c
Country5,test,2591,38,1116,1,61,5133678761,05-19-2023,2cd6ac83d1
Country5,control,3730,63,770,7,76,3007981951,05-20-2023,d75ca84bc2
Country9,control,3492,60,670,8,45,2452014177,05-21-2023,2c11eabde1
Country9,control,3555,39,659,12,44,6597279186,05-22-2023,0ee9f9e6d3
Country2,test,2005,51,1482,1,73,8942759628,05-23-2023,ea6795f2e9
Country3,control,3900,59,587,6,19,6384155977,05-24-2023,8876b7f97b
Country5,control,2903,37,627,5,26,2369262853,05-15-2023,a37902378c
Country8,control,3215,54,504,6,98,1029941399,05-16-2023,d995882009
Country3,test,2023,53,2295,2,30,4460315484,05-17-2023,82c2ef527a
Country7,test,2651,35,2160,1,28,8248690870,05-18-2023,3f24394b84
Country6,test,2981,33,1597,1,55,7511060003,05-19-2023,ce642e982d
Country4,test,1939,59,1884,0,95,9600085656,05-20-2023,d55e83f46b
Country8,control,3164,58,594,10,84,8079060353,05-21-2023,042ed6fdb1
Country6,control,2956,60,519,6,33,1234520538,05-22-2023,0c815a5005
Country5,test,1305,36,1664,1,1,4427910926,05-23-2023,b8d7cf763a
Country1,test,2233,47,2393,1,35,3582520883,05-24-2023,76b8cee1c1
Country7,control,2881,44,545,11,88,6501198246,05-15-2023,02c65c96fd
Country9,test,2850,55,2462,1,58,7797586331,05-16-2023,ea9fbf486a
Country10,control,3743,37,724,4,91,3496740319,05-17-2023,9a53f979b5
Country2,control,3310,39,625,6,72,5476579681,05-18-2023,d999b757f1
Country10,control,4401,26,614,11,16,5557534664,05-19-2023,3c698f05ef
Country3,test,1880,62,1726,1,34,7501307858,05-20-2023,e8215d06df
Country4,test,2330,50,2075,1,47,7477487376,05-21-2023,a85ece1eae
Country3,test,2185,59,2180,0,16,5339498810,05-22-2023,54529a4085
Country8,test,2478,51,1724,1,51,9343726429,05-23-2023,636a700c2d
Country5,control,4133,37,456,6,12,2981419900,05-24-2023,6f5128695f
Country1,control,3422,54,493,9,75,7775151838,05-15-2023,ba052e0868
Country5,control,4338,47,545,6,91,9868176001,05-16-2023,e3651b2e6b
Country9,test,2187,32,1883,1,43,7699048026,05-17-2023,79b2f43c59
Country10,control,2547,40,929,10,76,1595107586,05-18-2023,d933fe1135
Country7,control,2599,42,485,7,8,7338705379,05-19-2023,e118774e68
Country3,test,1881,44,2009,0,23,9136624040,05-20-2023,45e1ec3c23
Country8,test,2275,47,3143,1,34,5509071166,05-21-2023,2c11534b3c
Country6,test,3242,47,1968,1,46,5052609290,05-22-2023,d0ea90c389
Country7,test,3002,51,2061,1,95,3282585632,05-23-2023,7f0ef0dde2
Country5,control,3227,60,653,6,86,7778004103,05-24-2023,33daff04e9
Country6,control,3762,53,602,9,78,7875474242,05-15-2023,e871d8bf6e
Country1,control,3122,48,744,8,90,2507996390,05-16-2023,bd17e96336
Country8,test,2302,73,1795,1,31,9411768543,05-17-2023,20317fde0e
Country4,test,2399,71,2587,1,7,5734917497,05-18-2023,ea4400152a
Country7,test,2194,57,1919,1,54,7849451001,05-19-2023,0e943bbc7e
Country1,test,1619,45,2120,2,39,5037976503,05-20-2023,8c3b0a4b6c
Country4,control,3283,60,679,7,11,1107445146,05-21-2023,88a41ebf1b
Country7,test,3274,63,1893,1,81,5605360044,05-22-2023,ecb9f38285
Country5,test,2773,51,1344,1,13,2368500940,05-23-2023,805b434bee
Country4,test,3122,54,1193,1,26,5839216656,05-24-2023,d9fbacecd8
Country4,control,4516,31,662,7,52,7074910350,05-15-2023,848dd96706
Country7,control,3914,51,581,6,41,6183763061,05-16-2023,693ffa06b7
Country9,test,2342,48,2058,1,16,7557953352,05-17-2023,97ea2cdc1e
Country5,control,3404,42,430,6,90,2811897135,05-18-2023,e27c83f995
Country7,control,3002,64,658,5,35,3334087053,05-19-2023,0b4ec82621
Country6,test,2689,43,2827,1,9,6112758215,05-20-2023,97f4810202
Country3,control,2768,55,629,6,50,7990977689,05-21-2023,636494a91f
Country7,test,2398,61,2354,1,59,2533251691,05-22-2023,8025e96dec
Country1,control,3693,36,603,10,96,1034148697,05-23-2023,81006a30dd
Country10,control,3968,69,655,9,7,4589941899,05-24-2023,a640c26195
Country6,test,2953,41,2669,1,91,3473811582,05-15-2023,b9dda171f7
Country3,test,2582,65,2297,0,50,8369064596,05-16-2023,af63e9fefe
Country4,test,1686,49,1539,1,76,6803899971,05-17-2023,8c4c506eab
Country5,control,2396,54,721,4,39,9084359479,05-18-2023,a90ad17d51
Country2,control,3834,60,766,9,24,4866548381,05-19-2023,645613ad9f
Country10,control,3240,62,473,8,60,4311157452,05-20-2023,fe0f4e1cf8
Country1,test,2782,48,666,2,47,8410442791,05-21-2023,55877cad76
Country1,test,2902,47,2138,1,83,6631678134,05-22-2023,cab70874bc
Country5,test,2798,55,2265,0,16,9730841345,05-23-2023,4e9394a264
Country7,control,3685,48,402,5,61,1295562380,05-24-2023,91b9a1876e
Country9,test,1291,55,1834,1,100,4941521812,05-15-2023,dd5a765da8
Country8,control,3489,62,672,7,8,4549813553,05-16-2023,d6096ac7e9
Country4,test,1936,45,3654,0,68,7096661712,05-17-2023,a19bd2e1c7
Country5,control,2824,46,634,5,93,2611502097,05-18-2023,dde04256ff
Country3,test,2641,43,2053,1,42,8876340173,05-19-2023,e943844f9a
Country2,control,3733,59,678,6,99,3547120465,05-20-2023,4c0ed1bd28
Country8,test,2873,45,1944,0,29,5803228339,05-21-2023,a9a5ea7f64
Country6,test,2458,47,2333,1,11,9162031466,05-22-2023,a609c08fea
Country5,test,1200,38,2005,0,5,7544820895,05-23-2023,3b17169ee7
Country5,control,3735,52,485,9,58,9130380487,05-24-2023,9358ce7949
Country5,test,2628,32,1614,1,54,2626792051,05-15-2023,8d0160960f
Country9,control,3730,42,712,8,71,3570244682,05-16-2023,ffd90d2f99
Country1,control,3019,53,517,7,7,8366857497,05-17-2023,5857715c5f
Country7,test,3158,46,1432,1,49,5386687072,05-18-2023,a9e0bb5669
Country9,test,2698,56,2133,1,24,8078440838,05-19-2023,f1ffd56a71
Country4,control,3377,39,500,9,11,9801273391,05-20-2023,da6a5befef
Country4,control,3540,55,652,4,99,6636491534,05-21-2023,a7be26c902
Country4,control,3960,58,507,6,3,8228745034,05-22-2023,6547cc63af
Country4,control,4132,53,599,9,16,2475366191,05-23-2023,63c3f39507
Country9,test,1918,53,2612,1,51,3068421199,05-24-2023,04491d67b9
Country9,test,2625,47,1885,2,40,2100121173,05-15-2023,67db3778f6
Country6,test,1972,56,1358,1,7,4472483791,05-16-2023,f1109222cc
Country4,test,3123,34,1438,1,20,3577970917,05-17-2023,4ea6889027
Country8,control,3568,56,322,8,97,8300881601,05-18-2023,b8b927b476
Country2,test,3074,69,2017,1,63,9813853196,05-19-2023,db38b89cfc
Country9,control,3408,34,487,8,69,1451120545,05-20-2023,700588bb3c
Country6,control,3139,51,552,9,77,1070444400,05-21-2023,19de1dafc0
Country10,control,3695,45,652,9,94,9646743386,05-22-2023,a1b9673640
Country5,test,2510,46,1451,1,28,9550748427,05-23-2023,37e012bc2d
Country6,control,3681,42,692,4,62,6160531767,05-24-2023,f2641e0b7b
Country1,control,3404,57,580,9,71,6131736553,05-15-2023,305d50e3b3
Country5,test,2679,51,1736,1,83,8982022109,05-16-2023,b8bb9df08d
Country9,control,3924,39,425,6,18,2744411518,05-17-2023,7734115ab8
Country6,control,3398,42,611,7,93,9517636710,05-18-2023,534ef6b039
Country7,control,4192,48,594,6,45,1365845493,05-19-2023,ba7bef4734
Country4,test,2065,51,1853,1,36,7576739534,05-20-2023,4894cad577
Country1,test,2071,38,2038,0,35,8809476575,05-21-2023,75029edc6e
Country4,control,3093,44,407,14,60,4938972892,05-22-2023,007d0551a7
Country1,test,2075,49,2600,1,97,6587933126,05-23-2023,7df733eb8e
Country6,control,3682,49,678,7,14,7930511867,05-24-2023,0e8415862b
Country10,test,1614,48,1739,1,58,4984471788,05-15-2023,f6c123546a
Country1,control,3536,48,470,8,73,2006939202,05-16-2023,09444970c2
Country3,control,3473,46,499,6,52,8328848884,05-17-2023,3835e20e3c
Country10,test,811,53,2172,1,90,8724881775,05-18-2023,cccadb78ab
Country3,control,3372,46,585,5,1,9788654925,05-19-2023,8bf1050849
Country2,control,3352,39,685,8,82,5041771730,05-20-2023,7698c15a6e
Country8,control,3977,51,487,8,3,6148706130,05-21-2023,82bbf8a88a
Country3,control,3246,63,548,8,35,5272949249,05-22-2023,c059f13e08
Country3,control,3323,43,728,7,2,4320136504,05-23-2023,5292d4c419
Country6,control,3458,35,634,8,65,8518795881,05-24-2023,c73ad9e132
Country2,test,2901,38,1902,0,79,8625731997,05-15-2023,84c792f55e
Country8,test,2802,33,1695,1,55,6275276063,05-16-2023,0a2b83b615
Country4,control,3886,55,575,5,43,9483568632,05-17-2023,bf2c0f2fa2
Country9,test,2319,60,1792,1,89,3378777019,05-18-2023,b3cf475563
Country4,control,3579,36,588,9,65,4183912029,05-19-2023,41c4f2fae2
Country6,test,3444,26,2593,1,69,4126074723,05-20-2023,63582c4be1
Country7,test,2701,50,2881,1,96,1704736715,05-21-2023,6005c1903a
Country8,test,2630,43,771,1,7,7895728847,05-22-2023,a9d960c636
Country7,test,2697,69,1459,1,49,6002696754,05-23-2023,8b4d2ff2c4
Country5,control,2707,58,450,7,91,4465096187,05-24-2023,5dc93a5d98
Country10,test,1915,42,2502,0,43,9392130823,05-15-2023,0797cff7d1
Country5,control,2841,58,627,6,78,4620932655,05-16-2023,957b5654e3
Country5,control,3707,36,651,6,73,2074405088,05-17-2023,0d18edf1e4
Country10,test,2542,60,2064,1,67,7987518256,05-18-2023,428bf6ace3
Country10,test,2155,54,1925,1,94,2729491223,05-19-2023,57f2cea107
Country9,control,3892,38,637,6,67,9769153012,05-20-2023,e25e86c14a
Country8,test,2231,49,1494,0,76,8673159812,05-21-2023,690e44f399
Country9,test,2313,35,2265,1,83,9350799132,05-22-2023,5fac867ab1
Country7,test,3089,48,925,1,4,6101203687,05-23-2023,edda1ec0a1
Country8,control,3073,59,554,10,22,8889865717,05-24-2023,cf2b897233
Country8,control,3098,59,501,8,3,8389423178,05-15-2023,43c80fbbfe
Country3,control,3230,61,525,6,87,4561260104,05-16-2023,1a9f5ecb8f
Country1,test,1958,51,1662,1,3,7790294250,05-17-2023,e47d89cd5a
Country4,test,2679,46,1657,1,84,1138103468,05-18-2023,05a746c8ba
Country10,control,4001,35,434,8,19,4056841221,05-19-2023,cacd78f446
Country6,test,2732,51,2475,1,89,5275832655,05-20-2023,a35a51619c
Country2,control,3230,50,644,8,95,8813897876,05-21-2023,a47e825980
Country8,test,1971,58,1322,1,26,5154934834,05-22-2023,48160e4937
Country8,control,3809,44,493,5,54,1678614740,05-23-2023,b76ed970e2
Country4,control,3343,61,742,9,15,1363187271,05-24-2023,a3da2b7818
Country5,control,3418,47,649,7,34,7880545458,05-15-2023,5582724702
Country1,control,3048,57,649,7,77,3306721706,05-16-2023,be1de54405
Country6,test,3181,36,3545,0,56,1182116871,05-17-2023,ad017a91fb
Country6,test,2629,30,1656,1,11,4859052365,05-18-2023,c16237a7b8
Country1,test,2702,61,2652,0,97,9618690040,05-19-2023,235a6852fa
Country4,control,3865,63,632,8,77,1698232724,05-20-2023,3202b076b2
Country9,test,2294,56,2638,0,43,8665585885,05-21-2023,c0b8166f8c
Country7,control,3530,30,690,9,50,9042011045,05-22-2023,b8c77ae17a
Country8,test,3073,46,1462,1,61,3411119576,05-23-2023,67c18e8425
Country2,control,3612,34,565,5,36,3939775418,05-24-2023,80efbe1b5e
Country10,control,4002,40,642,7,85,5701284476,05-15-2023,b72e961897
Country1,control,2459,40,516,7,23,9256532377,05-16-2023,6d226b8587
Country10,test,2370,53,1492,1,48,5298493428,05-17-2023,1ba0bcb331
Country10,test,1961,46,1855,1,79,2253613921,05-18-2023,0cbf9b9cf0
Country1,test,1909,35,1571,1,55,5372901396,05-19-2023,d1bd605105
Country8,test,3016,49,2127,0,56,4821894082,05-20-2023,35ee38b54c
Country10,test,2100,45,2178,1,80,1992989755,05-21-2023,437d06397f
Country2,control,2633,46,720,5,42,4794210931,05-22-2023,28e2842c10
Country10,test,2366,55,1931,1,45,6371386785,05-23-2023,2a4246cd60
Country10,control,3681,48,502,7,54,2344178069,05-24-2023,0251da26ab
Country2,test,3168,42,2112,1,96,7246631312,05-15-2023,935311117d
Country6,test,2611,37,1270,1,80,8654319232,05-16-2023,60526ac5d8
Country4,control,3962,48,552,6,11,6150513680,05-17-2023,1fa06055d0
Country9,test,2034,53,2001,1,69,3215507281,05-18-2023,a8c43216c6
Country6,test,2787,56,2783,1,48,6355853744,05-19-2023,52dd3e04df
Country1,test,2438,61,1823,1,57,5182501244,05-20-2023,301c9224c4
Country5,control,2776,43,439,11,83,3431115415,05-21-2023,ea4c521d87
Country6,control,3360,32,444,6,33,6130272100,05-22-2023,7b5268c9c6
Country1,test,2553,61,2402,1,53,2260118238,05-23-2023,c5c6490748
Country4,control,4238,40,671,10,10,2578774236,05-24-2023,214e794f30
Country10,test,1630,51,1486,1,80,8546290719,05-15-2023,0898461dd5
Country8,control,4421,27,640,7,34,5976187713,05-16-2023,85623aa7f0
Country7,control,3256,60,615,7,4,9670191137,05-17-2023,206dea7851
Country7,test,3480,45,3004,1,46,5301430242,05-18-2023,494c1d83ef
Country10,test,1611,45,2763,0,81,7717896452,05-19-2023,5f9e3beba1
Country7,test,2205,40,2275,1,98,8293993945,05-20-2023,8d8fbe8671
Country7,test,2236,58,1921,1,1,3362773956,05-21-2023,12dd7ffd28
Country2,control,2935,51,475,8,56,8260827031,05-22-2023,4dc3d3c7fc
Country7,test,2852,44,3394,2,59,4892652563,05-23-2023,7f72f8bb4d
Country7,test,1933,37,2285,1,86,8344323810,05-24-2023,f2afee5597
Country8,test,2371,51,2081,1,73,5069916612,05-15-2023,79da0843a0
Country6,control,2842,50,585,5,94,7474915816,05-16-2023,f0732bf14e
Country6,test,2282,45,1644,1,63,9872568799,05-17-2023,7cc329c139
Country7,test,2873,55,2439,2,67,6417190813,05-18-2023,653d30e37d
Country5,test,1914,60,2378,1,70,7345024967,05-19-2023,a3e437df50
Country9,test,2838,44,1701,0,5,1598002950,05-20-2023,f7f4f3c20e
Country8,control,1888,41,880,6,67,9672322842,05-21-2023,dbc7b7b012
Country8,control,2798,56,853,6,3,5699770762,05-22-2023,57b62e8083
Country4,control,3741,49,655,5,96,8480208485,05-23-2023,dc877481a7
Country9,test,1965,57,2139,1,17,4024197616,05-24-2023,34a2ed4144
Country2,test,2528,42,2246,1,25,2903734164,05-15-2023,d884ff02ed
Country2,test,2412,68,2127,0,24,4846274370,05-16-2023,f6ea1e950c
Country2,control,3298,55,603,5,31,6509782431,05-17-2023,2e1a5f12c9
Country4,test,2618,53,2581,1,38,5364472343,05-18-2023,a323175eb5
Country9,control,4165,44,530,11,84,5952147760,05-19-2023,3cece5b3e2
Country7,control,3218,50,619,6,39,5524895855,05-20-2023,b45fce9311
Country9,test,1250,34,2032,0,91,7154747868,05-21-2023,6fc5005773
Country6,control,3468,66,655,8,7,1943200916,05-22-2023,449cd12d31
Country3,control,3968,58,567,9,31,9162177520,05-23-2023,fcf2408cee
Country2,test,2321,53,2749,1,84,2591263939,05-24-2023,96ea95301a
Country8,test,2084,65,1687,1,81,3986002289,05-15-2023,af93f04646
Country1,control,3923,61,518,6,4,6722553313,05-16-2023,8590221822
Country5,test,2297,52,1677,1,67,7117536489,05-17-2023,bf4eaf70f9
Country1,control,4057,31,855,8,32,7590678582,05-18-2023,778ef7087a
Country8,control,3205,34,565,8,37,6479204124,05-19-2023,b3ccfe9c87
Country1,test,3383,51,2488,1,3,3654061722,05-20-2023,35667c8af8
Country5,control,4038,51,828,6,29,1103858749,05-21-2023,1acb81ca64
Country4,test,2645,38,2335,2,85,3668138128,05-22-2023,3c7367a33b
Country5,control,4037,40,582,4,91,8561702158,05-23-2023,089219570a
Country9,control,3487,56,560,5,58,4519538934,05-24-2023,073debdb9d
Country1,test,2744,41,1709,1,75,5759613925,05-15-2023,211fb1f5cd
Country2,control,2644,66,397,5,80,1235351725,05-16-2023,735a5aa2b4
Country8,test,2526,65,1627,1,41,6090155059,05-17-2023,5dd5b1602e
Country1,test,1771,41,1887,0,3,5231250950,05-18-2023,a1f226c32f
Country1,test,2887,49,2376,2,29,7541870522,05-19-2023,390d16544a
Country9,control,3957,50,459,5,99,5316576951,05-20-2023,96626a508c
Country6,control,3235,44,478,7,54,6002912975,05-21-2023,4ea5410dad
Country3,control,3874,54,774,7,90,6767074849,05-22-2023,a061375d97
Country8,test,2080,43,1236,0,94,1800958156,05-23-2023,15d14cfc6d
Country2,test,2180,49,2373,1,61,3963835929,05-24-2023,bebe401d3f
Country1,test,2481,50,1658,1,100,1760830842,05-15-2023,c1dd0726be
Country3,test,2937,62,1511,1,44,9469339854,05-16-2023,8a8db5347f
Country9,control,4132,51,391,7,40,3944595629,05-17-2023,9dada3b4fb
Country10,control,3056,50,539,7,30,9909605179,05-18-2023,4976cb2cfc
Country5,control,3694,84,493,8,52,4527598824,05-19-2023,823ea39db8
Country5,control,3660,65,594,9,74,3156152879,05-20-2023,c10479d1a8
Country5,test,2490,65,1844,1,14,2935434423,05-21-2023,11b68a681c
Country8,control,3844,33,540,9,69,3788955580,05-22-2023,f9ef6b13f8
Country8,control,4345,56,742,9,45,6572610306,05-23-2023,d9fcd6fabb
Country2,test,1659,47,1915,1,94,2141836533,05-24-2023,0dd7a27525
Country7,control,3677,73,595,7,36,6933888633,05-15-2023,0cd4d45635
Country8,test,2285,45,2513,2,57,9225953820,05-16-2023,c895d0d982
Country8,test,2523,55,2645,1,37,1686927050,05-17-2023,1a9e91dc5d
Country4,test,2031,67,1685,0,70,2812921696,05-18-2023,ed6f6edae7
Country1,test,2642,58,2304,1,55,1510965843,05-19-2023,dc6e5fb2d0
Country2,test,1868,46,1959,1,31,1997490469,05-20-2023,98efda39dc
Country3,test,1304,75,2762,0,12,1658117345,05-21-2023,56c5b3641a
Country3,control,4517,40,798,7,29,6756875164,05-22-2023,c4e378a4a6
Country5,test,2851,42,2014,1,94,2711377025,05-23-2023,1a84c6c62e
Country10,test,2216,64,1025,1,26,5549673899,05-24-2023,1106cfd5f0
Country4,control,2981,37,684,5,65,9330691904,05-15-2023,05db79d37e
Country3,test,2310,47,1480,1,90,7176653348,05-16-2023,ae4259d2d6
Country1,test,2750,44,1933,0,41,2221796382,05-17-2023,bbb5362005
Country4,test,2700,61,2817,2,80,1774212297,05-18-2023,d2a14fa1ac
Country6,test,2504,53,2451,1,96,3494576580,05-19-2023,425dd95312
Country5,control,3569,49,799,8,20,4578967775,05-20-2023,de10cffb16
Country7,control,4220,68,595,6,60,1756448119,05-21-2023,7c4a3cb6e9
Country1,test,2680,59,2238,2,66,7227137906,05-22-2023,77a78d5923
Country1,test,2747,42,2666,1,28,6341524418,05-23-2023,35aabcb0ad
Country3,test,2286,57,1505,1,47,7992983712,05-24-2023,4d1660d78a
Country10,control,4369,55,594,4,6,2655474102,05-15-2023,6f116506e7
Country3,control,4040,35,534,7,93,3806597727,05-16-2023,1d2e0daee9
Country10,test,2433,50,2476,2,86,6235917458,05-17-2023,aa13a8b402
